0.000000	0.000000	0.000000
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.191732	0.000000	2.107280
20.222219	0.000000	2.112579
20.287632	0.000000	2.126913
20.362051	0.000000	2.141518
20.432049	0.000000	2.155918
20.507326	0.000000	2.170461
20.579964	0.000000	2.180406
20.668724	0.000000	2.182405
20.753916	0.000000	2.184530
20.838942	0.000000	2.186656
20.927172	0.000000	2.188905
21.008488	0.000000	2.190906
21.096371	0.000000	2.193156
21.177370	0.000000	2.195156
21.265013	100.000000	2.185905
21.327831	100.000000	2.176272
21.383131	100.000000	2.177878
21.442505	100.000000	2.176850
21.498055	100.000000	2.175954
21.557514	100.000000	2.177793
21.608557	100.000000	2.176777
21.672012	100.000000	2.176245
21.729214	100.000000	2.178079
21.781458	100.000000	2.177180
21.781204	100.000000	2.177727
21.778248	100.000000	2.175647
21.780756	100.000000	2.176195
21.783243	100.000000	2.176742
21.785698	100.000000	2.177288
21.779181	100.000000	2.177601
21.780529	100.000000	2.175631
21.780275	100.000000	2.176178
21.780005	100.000000	2.176724
21.779726	100.000000	2.177270
21.780537	0.000000	2.178840
21.780624	0.000000	2.178840
21.780714	0.000000	2.178840
21.780802	0.000000	2.178840
21.780890	0.000000	2.178840
21.780977	0.000000	2.178840
21.781067	0.000000	2.178840
21.781155	0.000000	2.178840
21.781242	0.000000	2.178840
21.781332	0.000000	2.178840
21.781420	0.000000	2.178840
21.781507	0.000000	2.178840
21.781595	0.000000	2.178840
21.781685	0.000000	2.178840
21.781773	0.000000	2.178840
21.781860	0.000000	2.178840
21.781948	0.000000	2.178840
21.782038	0.000000	2.178840
21.782125	0.000000	2.178840
21.782213	10.000000	2.177965
21.780298	10.000000	2.177916
21.790545	10.000000	2.178116
21.788618	10.000000	2.178066
21.786695	10.000000	2.178015
21.784775	10.000000	2.177965
21.782856	10.000000	2.177915
21.782944	10.000000	2.177941
21.781029	10.000000	2.177891
21.788532	10.000000	2.178091
21.786610	10.000000	2.178041
21.784689	10.000000	2.177991
21.782770	10.000000	2.177941
21.780853	10.000000	2.177891
21.780941	10.000000	2.177916
21.788445	10.000000	2.178116
21.788532	10.000000	2.178141
21.786610	10.000000	2.178091
21.784689	10.000000	2.178041
21.782770	10.000000	2.177991
21.780853	10.000000	2.177941
21.780943	10.000000	2.177966
21.788445	10.000000	2.178166
21.788534	10.000000	2.178191
21.786610	10.000000	2.178141
21.784689	10.000000	2.178091
21.782770	10.000000	2.178041
21.782867	10.000000	2.177816
21.780951	10.000000	2.177766
21.788454	10.000000	2.177967
21.788544	10.000000	2.177992
21.786621	10.000000	2.177942
21.784700	10.000000	2.177891
21.782782	10.000000	2.177841
21.782869	10.000000	2.177867
21.780952	10.000000	2.177817
21.788456	10.000000	2.178017
21.786533	10.000000	2.177967
21.784613	10.000000	2.177917
21.782694	10.000000	2.177867
21.780777	10.000000	2.177817
21.780867	10.000000	2.177842
21.788370	10.000000	2.177792
21.785442	10.000000	2.178967
21.783524	10.000000	2.178917
21.782608	10.000000	2.178905
21.781694	10.000000	2.178892
21.779779	10.000000	2.178842
21.788284	10.000000	2.177818
21.786362	10.000000	2.177768
21.783438	10.000000	2.178942
21.781519	10.000000	2.178893
21.780605	10.000000	2.178880
21.779694	10.000000	2.178868
21.788198	10.000000	2.177843
21.788286	10.000000	2.177868
21.786364	10.000000	2.177818
21.784443	10.000000	2.177768
21.784531	10.000000	2.177793
21.782612	10.000000	2.179006
21.782700	10.000000	2.177768
21.779783	10.000000	2.178944
21.788286	10.000000	2.177919
21.786364	10.000000	2.177869
21.784445	10.000000	2.177819
21.784533	10.000000	2.177844
21.782614	10.000000	2.177794
21.779696	10.000000	2.178969
21.788200	10.000000	2.177944
21.788288	10.000000	2.177969
21.786366	10.000000	2.177919
21.784445	10.000000	2.177869
21.784534	10.000000	2.177894
21.782616	10.000000	2.177844
21.780699	10.000000	2.177794
21.788202	10.000000	2.177994
21.788290	10.000000	2.178020
21.786367	10.000000	2.177969
21.784447	10.000000	2.177919
21.784536	10.000000	2.177944
21.782618	10.000000	2.177894
21.780701	10.000000	2.177845
21.788204	10.000000	2.178045
21.786282	10.000000	2.177995
21.784361	10.000000	2.177944
21.782444	10.000000	2.177894
21.782532	10.000000	2.177920
21.780617	10.000000	2.177870
21.781443	10.000000	2.177820
21.788946	10.000000	2.178020
21.787024	10.000000	2.177970
21.785103	10.000000	2.177920
21.783184	10.000000	2.177870
21.783272	10.000000	2.177895
21.781355	10.000000	2.177845
21.788858	10.000000	2.178045
21.786936	10.000000	2.177995
21.787024	10.000000	2.178020
21.785101	10.000000	2.177970
21.783182	10.000000	2.177920
21.783272	10.000000	2.177945
21.781355	10.000000	2.177895
21.788858	10.000000	2.178095
21.786934	10.000000	2.178045
21.785013	10.000000	2.177995
